"Expenses  > Salary Expenses ( 401001 ) ",
EE-2025-0000088,403001,Electricity Expenses,Tata Power,31-08-2025,CA 389761 - Aug-2025,,, Electricity Expenses ,403001,2588,,
EE-2025-0000090,403001,Electricity Expenses,Tata Power,31-08-2025,CA 389817 - Aug-2025,,, Electricity Expenses ,403001,3405,,
EE-2025-0000092,403001,Electricity Expenses,Tata Power,30-09-2025,CA 389761 - Sep-2025,,, Electricity Expenses ,403001,2680,,
EE-2025-0000094,403001,Electricity Expenses,Tata Power,30-09-2025,CA 389817 - Sep-2025,,, Electricity Expenses ,403001,3819,,
EE-2025-0000224,403001,Electricity Expenses,Tata Power,30-10-2025,Being Oct-25 bill paid,,, Electricity Expenses ,403001,2953,,
EE-2025-0000226,403001,Electricity Expenses,Tata Power,31-10-2025,Being Oct-25 bill paid,,, Electricity Expenses ,403001,3713,,
EE-2025-0000228,403001,Electricity Expenses,Tata Power,30-11-2025,being Nov-25 bill paid,,, Electricity Expenses ,403001,3235,,
EE-2025-0000230,403001,Electricity Expenses,Tata Power,30-11-2025,being Nov-25 bill paid,,, Electricity Expenses ,403001,3133,,
EE-2025-0000232,403001,Electricity Expenses,Tata Power,30-12-2025,Being Dec-2025 bill paid,,, Electricity Expenses ,403001,2500,,
EE-2025-0000234,403001,Electricity Expenses,Tata Power,30-12-2025,Being Dec-2025 bill paid,,, Electricity Expenses ,403001,3073,,
EE-2025-0000236,403001,Electricity Expenses,Tata Power,31-01-2026,Being Jan-26 bill paid,,, Electricity Expenses ,403001,3860,,
EE-2025-0000238,403001,Electricity Expenses,Tata Power,31-01-2026,Being Jan-26 bill paid,,, Electricity Expenses ,403001,4068,,
EE-2025-0000240,403001,Electricity Expenses,Tata Power,28-02-2026,being Feb-26 bil paid,,, Electricity Expenses ,403001,2289,,
EE-2025-0000242,403001,Electricity Expenses,Tata Power,28-02-2026,being Feb-26 bil paid,,, Electricity Expenses ,403001,3571,,
EE-2025-0000266,403001,Electricity Expenses,Tata Power,31-03-2026,Mar 26,,, Electricity Expenses ,403001,2664,,
EE-2025-0000267,403001,Electricity Expenses,Tata Power,31-03-2026,Mar 26,,, Electricity Expenses ,403001,3987,,

"Balance : 76274(Debit)","","","","","","","","","","76274","0",

"Expenses  > Water Expenses ( 404001 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Water Expenses ","404001","","",
EE-2025-0000028,404001,Water Expenses,BMC,22-05-2025,CCN No.PNK0790005 For period 04.01.25 to 24.03.25 Unit 578  6.36KL,,, Water Expenses ,404001,6699,,
EE-2025-0000029,404001,Water Expenses,BMC,22-05-2025,CCN No.PNG7340003 For period 04.01.25 to 24.03.25 Unit 106  6.36KL,,, Water Expenses ,404001,1416,,
EE-2025-0000027,404001,Water Expenses,BMC,21-06-2025,CCN No.PNH3790004 For period 04.01.25 to 24.03.25 Unit 1033  6.36KL,,, Water Expenses ,404001,11169,,
EE-2025-0000066,404001,Water Expenses,BMC,05-08-2025,CCN No.PNH3790004 For period 24.03.25 to 04.07.25 Unit 1026  6.36KL,,, Water Expenses ,404001,11193,,
EE-2025-0000067,404001,Water Expenses,BMC,05-08-2025,CCN No.PNK0790005 For period 24.03.25 to 04.07.25 Unit 571  6.36KL,,, Water Expenses ,404001,6733,,
EE-2025-0000068,404001,Water Expenses,BMC,05-08-2025,CCN No.PNG7340003 For period 24.03.25 to 04.07.25 Unit 101  6.36KL,,, Water Expenses ,404001,1447,,
EE-2025-0000191,404001,Water Expenses,BMC,03-11-2025,Ac. PNG7340003 for 04.07.25 to 03.10.25 - 106 units - 91 days,,, Water Expenses ,404001,1469,,
EE-2025-0000211,404001,Water Expenses,BMC,03-11-2025,Ac. PNH3790004 for 04.07.25 to 03.10.25 - 1031 units - 91 days,,, Water Expenses ,404001,11247,,
EE-2025-0000213,404001,Water Expenses,BMC,03-11-2025,Ac. PNK0790005 for 04.07.25 to 03.10.25 - 576 units - 91 days,,, Water Expenses ,404001,6732,,
EE-2025-0000269,404001,Water Expenses,BMC,12-03-2026,PNH3790004 From 03.10.2025 to 02.01.2026 91 Days,,, Water Expenses ,404001,11379,,
EE-2025-0000270,404001,Water Expenses,BMC,12-03-2026,PNK0790005 From 03.10.25 to 02.001.2026 91 Days,,, Water Expenses ,404001,6718,,
EE-2025-0000271,404001,Water Expenses,BMC,12-03-2026,PNG7340003 From 03-10-2025 to 02-01-2026 91 Days,,, Water Expenses ,404001,1526,,
JE-2025-0000060,404001,Water Expenses,,01-04-2025,Being provision reversed,,, Water Expenses ,404001,,18026.00,
JE-2025-0000063,404001,Water Expenses,,31-03-2026,Being Provision for water exp 03.01.26 to 31.03.2026,,, Water Expenses ,404001,18771.00,,

"Balance : 78473(Debit)","","","","","","","","","","96499","18026",

"Expenses  > Garden Maintenance Expenses ( 406001 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Garden Maintenance Expenses ","406001","","",
EE-2025-0000138,406001,Garden Maintenance Expenses,Unassigned,04-09-2025,Being tree branches cutting,,, Garden Maintenance Expenses ,406001,1500,,
EE-2025-0000142,406001,Garden Maintenance Expenses,Unassigned,30-09-2025,Being cahs paid for changing the tap in garden,,, Garden Maintenance Expenses ,406001,100,,
JE-2025-0000177,406001,Garden Maintenance Expenses,,31-03-2026,Being expens trf to repair mainte other,,, Garden Maintenance Expenses ,406001,,1600.00,

"","","","","","","","","","","1600","1600",

"Expenses  > Pest Control Expenses ( 406006 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Pest Control Expenses ","406006","","",
JE-2025-0000069,406006,Pest Control Expenses,,30-03-2026,Prepaid pest control adjusted for the period from 01 04 2025 to 31 03 2026,,, Pest Control Expenses ,406006,4999.00,,
JE-2025-0000183,406006,Pest Control Expenses,,31-03-2026,Being pest control exp trf to liabilities,,, Pest Control Expenses ,406006,,6470.00,
JE-2025-0000068,406006,Pest Control Expenses,,31-03-2026,Last year prepaid reversed,,, Pest Control Expenses ,406006,1471.00,,

"","","","","","","","","","","6470","6470",

"Expenses  > Repair Maintenance - Electrical ( 406007 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Repair Maintenance - Electrical ","406007","","",
EE-2025-0000016,406007,Repair Maintenance - Electrical,Unassigned,10-05-2025,B-wing new street litght repair,,, Repair Maintenance - Electrical ,406007,1050,,
EE-2025-0000015,406007,Repair Maintenance - Electrical,Unassigned,14-05-2025,B-wing metter box new tmer fitting,,, Repair Maintenance - Electrical ,406007,1650,,
EE-2025-0000045,406007,Repair Maintenance - Electrical,Unassigned,27-07-2025,A-wing timer reset & compound new LED service,,, Repair Maintenance - Electrical ,406007,1300,,
EE-2025-0000112,406007,Repair Maintenance - Electrical,Unassigned,29-07-2025,Being purchase of 2 wire,,, Repair Maintenance - Electrical ,406007,220,,
EE-2025-0000171,406007,Repair Maintenance - Electrical,Unassigned,26-11-2025,Cash paid for a wing light timer  battery change  etc,,, Repair Maintenance - Electrical ,406007,580,,

"Balance : 4800(Debit)","","","","","","","","","","4800","0",

"Expenses  > Repair Maintenance - Others ( 406008 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Repair Maintenance - Others ","406008","","",
EE-2025-0000096,406008,Repair Maintenance - Others,Unassigned,07-04-2025,Being payment towards changing of lab in B-wing,,, Repair Maintenance - Others ,406008,300,,
EE-2025-0000098,406008,Repair Maintenance - Others,Unassigned,08-04-2025,Being cash paid for purchase of 2 Brooms,,, Repair Maintenance - Others ,406008,300,,
EE-2025-0000018,406008,Repair Maintenance - Others,Unassigned,24-04-2025,Material & labour charges for making gutter cover,,, Repair Maintenance - Others ,406008,2300,,
EE-2025-0000033,406008,Repair Maintenance - Others,Renova Constructions,13-06-2025,Flat no.C1 plaster repair & Flat No.B401 W P treatment in bedroom,,, Repair Maintenance - Others ,406008,27740,,
EE-2025-0000035,406008,Repair Maintenance - Others,Renova Constructions,13-06-2025,Flat B403 plaster work & Flat 204 W P treatment in hall & other work,,, Repair Maintenance - Others ,406008,28000,,
EE-2025-0000037,406008,Repair Maintenance - Others,Renova Constructions,23-06-2025,Flat B204 & B304 plaster work & W P treatment wokr,,, Repair Maintenance - Others ,406008,4700,,
EE-2025-0000058,406008,Repair Maintenance - Others,Renova Constructions,23-07-2025,Providing plastic tarpaulim & covering the top portion of overhead water tank of A-wing,,, Repair Maintenance - Others ,406008,3250,,
EE-2025-0000114,406008,Repair Maintenance - Others,Unassigned,29-07-2025,Being cleaning charges paid,,, Repair Maintenance - Others ,406008,1500,,
EE-2025-0000116,406008,Repair Maintenance - Others,Unassigned,30-07-2025,Being cleaning charges paid,,, Repair Maintenance - Others ,406008,1500,,
EE-2025-0000118,406008,Repair Maintenance - Others,Unassigned,31-07-2025,Being cleaning charges paid,,, Repair Maintenance - Others ,406008,1500,,
EE-2025-0000120,406008,Repair Maintenance - Others,Unassigned,31-07-2025,Being cleaning charges paid,,, Repair Maintenance - Others ,406008,500,,
EE-2025-0000122,406008,Repair Maintenance - Others,Unassigned,31-07-2025,Being bleaching powder & other material purchase,,, Repair Maintenance - Others ,406008,1430,,
EE-2025-0000124,406008,Repair Maintenance - Others,Unassigned,31-07-2025,Being bleaching powder & other material purchase,,, Repair Maintenance - Others ,406008,1430,,
EE-2025-0000134,406008,Repair Maintenance - Others,Unassigned,03-09-2025,Being AGM meeting room cleaning,,, Repair Maintenance - Others ,406008,1500,,
EE-2025-0000173,406008,Repair Maintenance - Others,Unassigned,26-11-2025,Cash paid for installing tap in a wing terrace,,, Repair Maintenance - Others ,406008,450,,
EE-2025-0000203,406008,Repair Maintenance - Others,Renova Constructions,09-12-2025,Being amt paid for a wing tank plastering,,, Repair Maintenance - Others ,406008,10000,,
EE-2025-0000205,406008,Repair Maintenance - Others,Renova Constructions,09-12-2025,Being amt paid for a wing tank plastering,,, Repair Maintenance - Others ,406008,20000,,
EE-2025-0000244,406008,Repair Maintenance - Others,Renova Constructions,31-03-2026,A wing overhead tank repaired in Dec 25,,, Repair Maintenance - Others ,406008,8000,,
JE-2025-0000177,406008,Repair Maintenance - Others,,31-03-2026,Being expens trf to repair mainte other,,, Repair Maintenance - Others ,406008,1600.00,,

"Balance : 116000(Debit)","","","","","","","","","","116000","0",

"Expenses  > Major Repair Expenses ( 406010 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Major Repair Expenses ","406010","","",
EE-2025-0000199,406010,Major Repair Expenses,Unassigned,01-12-2025,Being advance paid for painting work done - Deepak sable,,, Major Repair Expenses ,406010,10000,,
EE-2025-0000201,406010,Major Repair Expenses,Unassigned,01-12-2025,Being amt paid for painting work done - Deepak sable,,, Major Repair Expenses ,406010,8000,,

"Balance : 18000(Debit)","","","","","","","","","","18000","0",

"Expenses  > CCTV AMC Expenses ( 406013 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," CCTV AMC Expenses ","406013","","",
EE-2025-0000195,406013,CCTV AMC Expenses,Mahendra Machine Tools,29-09-2025,AMC for 01.10.2025 to 30.09.2026,,, CCTV AMC Expenses ,406013,3304,,

"Balance : 3304(Debit)","","","","","","","","","","3304","0",

"Expenses  > Depreciation ( 407007 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Depreciation ","407007","","",
JE-2025-0000064,407007,Depreciation,,31-03-2026,Being Depreciation charged  for the year 2025-2026,,, Depreciation ,407007,3682.00,,

"Balance : 3682(Debit)","","","","","","","","","","3682","0",

"Expenses  > Insurance Expenses ( 407008 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Insurance Expenses ","407008","","",
EE-2025-0000220,407008,Insurance Expenses,The New India Assurance Co. Ltd.,02-03-2026,Period 08.03.26 to 07.03.27,,, Insurance Expenses ,407008,7781,,
JE-2025-0000066,407008,Insurance Expenses,,07-03-2026,Last year prepaid reversed,,, Insurance Expenses ,407008,7269.00,,
JE-2025-0000067,407008,Insurance Expenses,,31-03-2026,Prepaid Insurance from 01 04 2026 to 07 03 2027,,, Insurance Expenses ,407008,,7269.00,

"Balance : 7781(Debit)","","","","","","","","","","15050","7269",

"Expenses  > Subscription Federation ( 407009 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Subscription Federation ","407009","","",
JE-2025-0000176,407009,Subscription Federation,,31-03-2026,Being provision for subscription federation FY 25-26,,, Subscription Federation ,407009,826.00,,

"Balance : 826(Debit)","","","","","","","","","","826","0",

"Expenses  > Audit Fees ( 407011 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Audit Fees ","407011","","",
EE-2025-0000042,407011,Audit Fees,Amish S. Sangoi,02-07-2025,Audit Fees FY2024-25,,, Audit Fees ,407011,3600,,
JE-2025-0000061,407011,Audit Fees,,01-04-2025,Being provision reversed,,, Audit Fees ,407011,,3600.00,
JE-2025-0000065,407011,Audit Fees,,31-03-2026,Provision for the year 2025-2026,,, Audit Fees ,407011,3600.00,,

"Balance : 3600(Debit)","","","","","","","","","","7200","3600",

"Expenses  > Accounting Charges ( 408002 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Accounting Charges ","408002","","",
EE-2025-0000011,408002,Accounting Charges,Ivan Rosario,01-04-2025,Apr to Jun-2025,,, Accounting Charges ,408002,5608,,
EE-2025-0000053,408002,Accounting Charges,Ivan Rosario,01-07-2025,July to Sep-2025,,, Accounting Charges ,408002,5608,,
EE-2025-0000009,408002,Accounting Charges,Ivan Rosario,01-10-2025,Oct to Dec-2025,,, Accounting Charges ,408002,5608,,
EE-2025-0000149,408002,Accounting Charges,Ivan Rosario,01-01-2026,Jan to Mar 2026,,, Accounting Charges ,408002,5608,,

"Balance : 22432(Debit)","","","","","","","","","","22432","0",

"Expenses  > Printing & Stationary ( 408003 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Printing & Stationary ","408003","","",
EE-2025-0000106,408003,Printing & Stationary,Unassigned,20-06-2025,Being cash paid for photocopies & printout of letter & AGM minutes,,, Printing & Stationary ,408003,104,,
EE-2025-0000130,408003,Printing & Stationary,Unassigned,15-08-2025,Being Stamp Pad & Xerox charges paid,,, Printing & Stationary ,408003,55,,
EE-2025-0000132,408003,Printing & Stationary,Unassigned,21-08-2025,Being Xerox & notice board print,,, Printing & Stationary ,408003,85,,
EE-2025-0000140,408003,Printing & Stationary,Unassigned,23-09-2025,Being Xerox copies of lawyer letter & AGM minutes bookes,,, Printing & Stationary ,408003,1068,,
EE-2025-0000153,408003,Printing & Stationary,Unassigned,01-10-2025,Cash paid for printout of letters to B-403,,, Printing & Stationary ,408003,50,,
EE-2025-0000155,408003,Printing & Stationary,Unassigned,05-10-2025,Cash paid for printout of agm copy,,, Printing & Stationary ,408003,35,,
EE-2025-0000159,408003,Printing & Stationary,Unassigned,06-11-2025,Cash paid for agm printouts,,, Printing & Stationary ,408003,850,,
EE-2025-0000161,408003,Printing & Stationary,Unassigned,08-11-2025,Cash paid for bmc assessment printout,,, Printing & Stationary ,408003,86,,
EE-2025-0000165,408003,Printing & Stationary,Unassigned,13-11-2025,Cash paid for B-403 agreemnt copy printouts and other expenses,,, Printing & Stationary ,408003,640,,
EE-2025-0000167,408003,Printing & Stationary,Unassigned,14-11-2025,Cash paid for printout of mom,,, Printing & Stationary ,408003,45,,
EE-2025-0000169,408003,Printing & Stationary,Unassigned,18-11-2025,Cash paid for printout of B-403 flat document to bmc,,, Printing & Stationary ,408003,200,,
EE-2025-0000179,408003,Printing & Stationary,Unassigned,10-12-2025,Cash paid for printout to bmc dept,,, Printing & Stationary ,408003,77,,
EE-2025-0000187,408003,Printing & Stationary,Unassigned,18-12-2025,Cash paid for printout for mom,,, Printing & Stationary ,408003,44,,
EE-2025-0000254,408003,Printing & Stationary,Unassigned,31-03-2026,Being printouts made for B 403 case,,, Printing & Stationary ,408003,36,,
EE-2025-0000256,408003,Printing & Stationary,Unassigned,31-03-2026,Being printouts made for voter list and circular,,, Printing & Stationary ,408003,45,,

"Balance : 3420(Debit)","","","","","","","","","","3420","0",

"Expenses  > Postage & Courier ( 408004 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Postage & Courier ","408004","","",
EE-2025-0000177,408004,Postage & Courier,Unassigned,10-12-2025,Cash paid for speed post to B-403,,, Postage & Courier ,408004,99,,

"Balance : 99(Debit)","","","","","","","","","","99","0",

"Expenses  > Meeting Expenses ( 408005 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Meeting Expenses ","408005","","",
EE-2025-0000100,408005,Meeting Expenses,Unassigned,28-05-2025,Being purchase of water for office,,, Meeting Expenses ,408005,214,,
EE-2025-0000062,408005,Meeting Expenses,Unassigned,07-09-2025,Snack boxes purchase  38 baox,,, Meeting Expenses ,408005,5890,,
EE-2025-0000136,408005,Meeting Expenses,Unassigned,07-09-2025,Being charges paid for shifting table  chair & fans for AGM,,, Meeting Expenses ,408005,1500,,
EE-2025-0000252,408005,Meeting Expenses,Unassigned,31-03-2026,Being water purchased for Aakar Builder meeting,,, Meeting Expenses ,408005,250,,
EE-2025-0000264,408005,Meeting Expenses,Unassigned,31-03-2026,Being amt paid for joint meeting with Victor and Sairam societies at Al Kitchen,,, Meeting Expenses ,408005,970,,

"Balance : 8824(Debit)","","","","","","","","","","8824","0",

"Expenses  > Conveyance Charges ( 408006 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Conveyance Charges ","408006","","",
EE-2025-0000102,408006,Conveyance Charges,Unassigned,07-06-2025,Being conveyance charges paid for go to bank,,, Conveyance Charges ,408006,52,,
EE-2025-0000104,408006,Conveyance Charges,Unassigned,20-06-2025,Being paid for purchase of LED for B-wing ground floor,,, Conveyance Charges ,408006,170,,
EE-2025-0000043,408006,Conveyance Charges,Amish S. Sangoi,02-07-2025,Out of Pocket Expenses,,, Conveyance Charges ,408006,1400,,
EE-2025-0000108,408006,Conveyance Charges,Unassigned,25-07-2025,Being conveyance charges paid,,, Conveyance Charges ,408006,668,,
EE-2025-0000110,408006,Conveyance Charges,Unassigned,29-07-2025,Being cash paid for go to bank,,, Conveyance Charges ,408006,54,,
EE-2025-0000126,408006,Conveyance Charges,Unassigned,07-08-2025,Being conveyance charges paid,,, Conveyance Charges ,408006,52,,
EE-2025-0000128,408006,Conveyance Charges,Unassigned,14-08-2025,Being travelling charges paid,,, Conveyance Charges ,408006,438,,
EE-2025-0000144,408006,Conveyance Charges,Unassigned,30-09-2025,Being conveyance charges paid for floral tribute flat no.B103 & travel to BMC office for water bill payment,,, Conveyance Charges ,408006,552,,
EE-2025-0000157,408006,Conveyance Charges,Unassigned,05-11-2025,Cash paid for rickshaw fare to post office  builder  etc,,, Conveyance Charges ,408006,137,,
EE-2025-0000163,408006,Conveyance Charges,Unassigned,09-11-2025,Cash paid for rickshaw fare to post office  builder  etc,,, Conveyance Charges ,408006,152,,
EE-2025-0000175,408006,Conveyance Charges,Unassigned,03-12-2025,Cash paid for travelling to meet lawyer for B-403,,, Conveyance Charges ,408006,350,,
EE-2025-0000181,408006,Conveyance Charges,Unassigned,13-12-2025,Cash paid for travel to khandivali related to B-403 postage work,,, Conveyance Charges ,408006,247,,
EE-2025-0000183,408006,Conveyance Charges,Unassigned,13-12-2025,Cash paid for travelling to post office for b-403 letter,,, Conveyance Charges ,408006,104,,
EE-2025-0000185,408006,Conveyance Charges,Unassigned,15-12-2025,Cash paid for travel fees to visit society for legal information,,, Conveyance Charges ,408006,200,,
EE-2025-0000189,408006,Conveyance Charges,Unassigned,06-01-2026,Cash paid for travel to registrar office for election work,,, Conveyance Charges ,408006,300,,
EE-2025-0000258,408006,Conveyance Charges,Unassigned,31-03-2026,Being amt paid to visit Aakar Builder s office  Goregaon - to and fro,,, Conveyance Charges ,408006,500,,
EE-2025-0000260,408006,Conveyance Charges,Unassigned,31-03-2026,Being amt paid to go twice to BMC for payment,,, Conveyance Charges ,408006,104,,
EE-2025-0000262,408006,Conveyance Charges,Unassigned,31-03-2026,Being amt paid to go to BMC office to pay water bills,,, Conveyance Charges ,408006,54,,

"Balance : 5534(Debit)","","","","","","","","","","5534","0",

"Expenses  > Legal Fees ( 408009 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Legal Fees ","408009","","",
EE-2025-0000060,408009,Legal Fees,Unassigned,31-08-2025,Fees for consultation for  Terrace of B403 issue,,, Legal Fees ,408009,2000,,
EE-2025-0000207,408009,Legal Fees,Unassigned,13-12-2025,Being amt paid for society mc member advice regarding B-403 - Piyush shah,,, Legal Fees ,408009,5000,,
EE-2025-0000222,408009,Legal Fees,Unassigned,02-03-2026,Being amt paid for advice and letter on B-403 terrace issue - Dayanand Shetty,,, Legal Fees ,408009,5000,,

"Balance : 12000(Debit)","","","","","","","","","","12000","0",

"Expenses  > Professional Fees ( 408010 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Professional Fees ","408010","","",
EE-2025-0000248,408010,Professional Fees,Ivan Rosario,01-12-2025,FY 23-24 mandatory returns filed,,, Professional Fees ,408010,1770,,
EE-2025-0000249,408010,Professional Fees,Ivan Rosario,31-03-2026,FY 24-25 mandatory returns filed,,, Professional Fees ,408010,1770,,
EE-2025-0000268,408010,Professional Fees,Ivan Rosario,31-03-2026,FY 24-25 Income Tax Returns Filed,,, Professional Fees ,408010,1770,,
JE-2025-0000058,408010,Professional Fees,,01-04-2025,Being provision reversed,,, Professional Fees ,408010,,3540.00,
JE-2025-0000062,408010,Professional Fees,,01-04-2025,Being provision reversed,,, Professional Fees ,408010,,1770.00,
JE-2025-0000178,408010,Professional Fees,,31-03-2026,Being provision for ITR & Mandotory returns filling FY 25-26,,, Professional Fees ,408010,3540.00,,

"Balance : 3540(Debit)","","","","","","","","","","8850","5310",

"Expenses  > Bank Charges ( 408011 ) ",
